check_key,field_key,answer_option,test_bundle,trigger_type,trigger_key,priority_weight,merge_group,max_occurrences,explanation_template,mechanism,test_focus,priority_rationale,created_at,updated_at
fertility_reserve,symptoms,Irregular cycle,,symptom,symptoms|Irregular cycle|,3,driver,1,"Irregular cycle can affect fertility interpretation, especially when paired with cycle irregularity or androgen signals.",,reproductive hormone context,,46136.663194444445,46136.663194444445
fertility_reserve,symptoms,Low libido,,symptom,symptoms|Low libido|,3,driver,1,"Low libido can affect fertility interpretation, especially when paired with cycle irregularity or androgen signals.",,reproductive hormone context,,46136.663194444445,46136.663194444445
fertility_reserve,symptoms,Acne / excess facial hair,,symptom,symptoms|Acne / excess facial hair|,3,driver,1,"Acne / excess facial hair can affect fertility interpretation, especially when paired with cycle irregularity or androgen signals.",,reproductive hormone context,,46136.663194444445,46136.663194444445
fertility_reserve,last_tests,More than 12 months ago,Hormones / fertility markers,recency,last_tests|More than 12 months ago|Hormones / fertility markers,3,modifier,1,"Because your hormones / fertility markers testing is more than 12 months ago, this check helps refresh the information needed to interpret your current risk and next steps.",,fertility marker recency,Overdue or unknown testing increases current-month relevance.,46136.663194444445,46136.663194444445
fertility_reserve,last_tests,Never / not sure,Hormones / fertility markers,recency,last_tests|Never / not sure|Hormones / fertility markers,4,modifier,1,"Because your hormones / fertility markers testing is never / not sure, this check helps refresh the information needed to interpret your current risk and next steps.",,fertility marker recency,Overdue or unknown testing increases current-month relevance.,46136.663194444445,46136.663194444445
gut_digestive_review,goals,Gut health / digestion,,goal,goals|Gut health / digestion|,5,driver,1,"Because gut health is a current goal, this check focuses on digestive, inflammatory, and nutrient patterns that can shape energy and absorption.",,digestive and nutrient context,,46136.663194444445,46136.663194444445
gut_digestive_review,symptoms,Digestive issues / bloating,,symptom,symptoms|Digestive issues / bloating|,6,driver,1,"Digestive symptoms or bloating make gut, inflammation, and nutrient-absorption markers more relevant.",,gut inflammation and nutrient sufficiency,,46136.663194444445,46136.663194444445
gut_digestive_review,known_conditions,Gut condition / IBS / celiac,,condition,known_conditions|Gut condition / IBS / celiac|,6,driver,1,A gut condition history makes digestive review and nutrient status more important than broad wellness testing.,,celiac/IBS context and nutrient markers,,46136.663194444445,46136.663194444445
gut_digestive_review,diet_pattern,Gluten-free,,diet,diet_pattern|Gluten-free|,3,driver,1,A gluten-free diet may reflect gut symptoms or celiac history and can change nutrient intake patterns.,,nutrient absorption and gut context,,46136.663194444445,46136.663194444445
gut_digestive_review,diet_pattern,Dairy-free,,diet,diet_pattern|Dairy-free|,2,driver,1,"Dairy-free eating can affect calcium, vitamin D, and gut-symptom context.",,nutrient absorption and gut context,,46136.663194444445,46136.663194444445
gut_digestive_review,diet_pattern,Restrictive dieting,,diet,diet_pattern|Restrictive dieting|,3,driver,1,Restrictive dieting can reduce nutrient intake and may overlap with digestive symptoms.,,nutrient absorption and gut context,,46136.663194444445,46136.663194444445
gut_digestive_review,diet_pattern,Vegan,,diet,diet_pattern|Vegan|,2,driver,1,"A vegan pattern can shift B12, iron, zinc, and protein intake, which matters when gut symptoms are present.",,nutrient absorption and gut context,,46136.663194444445,46136.663194444445
recovery_training_load,lifestyle_context,I exercise intensely 4+ times/week,,lifestyle,lifestyle_context|I exercise intensely 4+ times/week|,6,driver,1,"High training load places more demand on recovery, hydration, iron status, inflammation control, and energy availability.",,"recovery, inflammation, hydration and metabolic markers",,46136.663194444445,46136.663194444445
recovery_training_load,lifestyle_context,I sleep poorly most weeks,,lifestyle,lifestyle_context|I sleep poorly most weeks|,4,driver,1,"Poor sleep can raise stress load and reduce recovery, making inflammatory and metabolic context more useful.",,"recovery, inflammation, hydration and metabolic markers",,46136.663194444445,46136.663194444445
recovery_training_load,lifestyle_context,I feel chronically stressed,,lifestyle,lifestyle_context|I feel chronically stressed|,4,driver,1,"Chronic stress can affect sleep, energy, glucose regulation, inflammation, and cycle patterns.",,"recovery, inflammation, hydration and metabolic markers",,46136.663194444445,46136.663194444445
recovery_training_load,lifestyle_context,I work shifts / irregular hours,,lifestyle,lifestyle_context|I work shifts / irregular hours|,4,driver,1,"Shift work can disrupt circadian rhythm, sleep, appetite regulation, and glucose patterns.",,"recovery, inflammation, hydration and metabolic markers",,46136.663194444445,46136.663194444445
recovery_training_load,symptoms,Fatigue / low energy,,symptom,symptoms|Fatigue / low energy|,4,driver,1,"Fatigue under training or stress load can reflect under-recovery, low iron, thyroid, vitamin D, or glucose patterns.",,recovery and stress-load context,,46136.663194444445,46136.663194444445
recovery_training_load,symptoms,Poor sleep,,symptom,symptoms|Poor sleep|,4,driver,1,Poor sleep makes recovery and stress-load markers more relevant.,,recovery and stress-load context,,46136.663194444445,46136.663194444445
recovery_training_load,symptoms,High stress,,symptom,symptoms|High stress|,4,driver,1,"High stress can affect cortisol rhythm, glucose control, inflammation, and recovery.",,recovery and stress-load context,,46136.663194444445,46136.663194444445
sti_screening,life_stage,Trying to conceive,,life_stage,life_stage|Trying to conceive|,4,driver,1,"Before or during fertility planning, STI screening helps protect reproductive health and reduces avoidable risk.",,STI and infection screening as appropriate,,46136.663194444445,46136.663194444445
sti_screening,life_stage,Pregnant,,life_stage,life_stage|Pregnant|,5,driver,1,"During pregnancy, infection screening is clinically important because some infections can affect maternal and fetal health.",,STI and infection screening as appropriate,,46136.663194444445,46136.663194444445
sti_screening,known_conditions,Recurrent UTIs or vaginal infections,,condition,known_conditions|Recurrent UTIs or vaginal infections|,3,driver,1,"Recurrent urogenital symptoms can make targeted infection review more relevant, especially if symptoms persist.",,STI and infection screening as appropriate,,46136.663194444445,46136.663194444445
sti_screening,last_tests,More than 12 months ago,STI screening,recency,last_tests|More than 12 months ago|STI screening,3,modifier,1,"Because your sti screening testing is more than 12 months ago, this check helps refresh the information needed to interpret your current risk and next steps.",,STI recency,Overdue or unknown testing increases current-month relevance.,46136.663194444445,46136.663194444445
sti_screening,last_tests,Never / not sure,STI screening,recency,last_tests|Never / not sure|STI screening,4,modifier,1,"Because your sti screening testing is never / not sure, this check helps refresh the information needed to interpret your current risk and next steps.",,STI recency,Overdue or unknown testing increases current-month relevance.,46136.663194444445,46136.663194444445
immune_inflammation,symptoms,Frequent infections,,symptom,symptoms|Frequent infections|,6,driver,1,"Frequent infections make immune, inflammation, vitamin D, and blood-count context more relevant.",,"blood count, inflammation, vitamin D",,46136.663194444445,46136.663194444445
immune_inflammation,symptoms,Fatigue / low energy,,symptom,symptoms|Fatigue / low energy|,2,driver,1,"Fatigue can overlap with inflammation, immune activation, iron deficiency, thyroid, or vitamin D patterns.",,"blood count, inflammation, vitamin D",,46136.663194444445,46136.663194444445
immune_inflammation,symptoms,Headaches / migraines,,symptom,symptoms|Headaches / migraines|,2,driver,1,"Headaches or migraines can sometimes overlap with inflammation, nutrient status, sleep, or hormone patterns.",,"blood count, inflammation, vitamin D",,46136.663194444445,46136.663194444445
immune_inflammation,family_history,Autoimmune disease,,family_history,family_history|Autoimmune disease|,4,driver,1,Family autoimmune history raises the relevance of inflammatory and autoimmune context if symptoms are present.,,inflammation markers and targeted autoimmunity if indicated,,46136.663194444445,46136.663194444445
immune_inflammation,known_conditions,Vitamin D deficiency,,condition,known_conditions|Vitamin D deficiency|,3,driver,1,"Vitamin D deficiency can be relevant to immune function, especially when infection frequency is part of the picture.",,vitamin D and immune context,,46136.663194444445,46136.663194444445
immune_inflammation,known_conditions,Gut condition / IBS / celiac,,condition,known_conditions|Gut condition / IBS / celiac|,3,driver,1,"Gut conditions can overlap with inflammation and nutrient absorption, so immune context may be useful if symptoms persist.",,inflammation and nutrient status,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,life_stage,Pregnant,,life_stage,life_stage|Pregnant|,6,driver,1,"Pregnancy changes iron, thyroid, glucose, vitamin D, and infection-screening needs, so testing should be more structured and clinician-aligned.",,pregnancy/postpartum clinician-guided labs,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,life_stage,Postpartum (last 12 months),,life_stage,life_stage|Postpartum (last 12 months)|,6,driver,1,"Postpartum recovery can affect iron stores, thyroid function, mood, energy, and nutrient needs.",,pregnancy/postpartum clinician-guided labs,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,life_stage,Trying to conceive,,life_stage,life_stage|Trying to conceive|,3,driver,1,"Trying to conceive makes preconception nutrient, thyroid, vitamin D, and infection-screening context more actionable.",,pregnancy/postpartum clinician-guided labs,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,symptoms,Fatigue / low energy,,symptom,symptoms|Fatigue / low energy|,3,driver,1,"Fatigue / low energy can be common in pregnancy or postpartum, but it is also important to rule out iron, thyroid, vitamin D, and glucose contributors.",,"iron, thyroid, vitamin D, glucose",,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,symptoms,Low mood / mood swings,,symptom,symptoms|Low mood / mood swings|,3,driver,1,"Low mood / mood swings can be common in pregnancy or postpartum, but it is also important to rule out iron, thyroid, vitamin D, and glucose contributors.",,"iron, thyroid, vitamin D, glucose",,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,symptoms,Hair loss / brittle hair,,symptom,symptoms|Hair loss / brittle hair|,3,driver,1,"Hair loss / brittle hair can be common in pregnancy or postpartum, but it is also important to rule out iron, thyroid, vitamin D, and glucose contributors.",,"iron, thyroid, vitamin D, glucose",,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,symptoms,Frequent infections,,symptom,symptoms|Frequent infections|,3,driver,1,"Frequent infections can be common in pregnancy or postpartum, but it is also important to rule out iron, thyroid, vitamin D, and glucose contributors.",,"iron, thyroid, vitamin D, glucose",,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,known_conditions,Iron deficiency / anemia,,condition,known_conditions|Iron deficiency / anemia|,5,driver,1,A history of iron deficiency / anemia makes pregnancy or postpartum follow-up more important and should be reviewed with a clinician.,,condition-specific pregnancy/postpartum monitoring,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,known_conditions,Vitamin D deficiency,,condition,known_conditions|Vitamin D deficiency|,5,driver,1,A history of vitamin d deficiency makes pregnancy or postpartum follow-up more important and should be reviewed with a clinician.,,condition-specific pregnancy/postpartum monitoring,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,known_conditions,Thyroid disorder,,condition,known_conditions|Thyroid disorder|,5,driver,1,A history of thyroid disorder makes pregnancy or postpartum follow-up more important and should be reviewed with a clinician.,,condition-specific pregnancy/postpartum monitoring,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,known_conditions,Diabetes,,condition,known_conditions|Diabetes|,5,driver,1,A history of diabetes makes pregnancy or postpartum follow-up more important and should be reviewed with a clinician.,,condition-specific pregnancy/postpartum monitoring,,46136.663194444445,46136.663194444445
pregnancy_postpartum_support,known_conditions,Prediabetes / insulin resistance,,condition,known_conditions|Prediabetes / insulin resistance|,5,driver,1,A history of prediabetes / insulin resistance makes pregnancy or postpartum follow-up more important and should be reviewed with a clinician.,,condition-specific pregnancy/postpartum monitoring,,46136.663194444445,46136.663194444445
menopause_healthy_aging,life_stage,Perimenopause,,life_stage,life_stage|Perimenopause|,6,driver,1,"Perimenopause can shift cycle patterns, sleep, mood, weight, lipids, glucose, and bone-health context.",,menopause transition and prevention markers,,46136.663194444445,46136.663194444445
menopause_healthy_aging,life_stage,Postmenopause,,life_stage,life_stage|Postmenopause|,6,driver,1,"Postmenopause increases the importance of cardiometabolic, bone, vitamin D, and preventive health monitoring.",,menopause transition and prevention markers,,46136.663194444445,46136.663194444445
menopause_healthy_aging,age_range,45–49,,age,age_range|45–49|,4,driver,1,"At 45–49, healthy-aging screening becomes more relevant for bone, cardiometabolic, thyroid, and inflammation patterns.",,healthy-aging and prevention labs,,46136.663194444445,46136.663194444445
menopause_healthy_aging,age_range,50–54,,age,age_range|50–54|,4,driver,1,"At 50–54, healthy-aging screening becomes more relevant for bone, cardiometabolic, thyroid, and inflammation patterns.",,healthy-aging and prevention labs,,46136.663194444445,46136.663194444445
menopause_healthy_aging,age_range,55+,,age,age_range|55+|,4,driver,1,"At 55+, healthy-aging screening becomes more relevant for bone, cardiometabolic, thyroid, and inflammation patterns.",,healthy-aging and prevention labs,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Poor sleep,,symptom,symptoms|Poor sleep|,3,driver,1,"Poor sleep can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,High stress,,symptom,symptoms|High stress|,3,driver,1,"High stress can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Low libido,,symptom,symptoms|Low libido|,3,driver,1,"Low libido can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Weight gain / hard to lose weight,,symptom,symptoms|Weight gain / hard to lose weight|,3,driver,1,"Weight gain / hard to lose weight can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Low mood / mood swings,,symptom,symptoms|Low mood / mood swings|,3,driver,1,"Low mood / mood swings can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Irregular cycle,,symptom,symptoms|Irregular cycle|,3,driver,1,"Irregular cycle can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,symptoms,Heavy periods,,symptom,symptoms|Heavy periods|,3,driver,1,"Heavy periods can become more common during hormonal transition and should be interpreted with cardiometabolic, thyroid, iron, and vitamin D context.",,menopause-related prevention,,46136.663194444445,46136.663194444445
menopause_healthy_aging,family_history,Early menopause,,family_history,family_history|Early menopause|,4,driver,1,Family history of early menopause raises the value of earlier hormone-transition and bone-health planning.,,menopause timing and bone health context,,46136.663194444445,46136.663194444445
menopause_healthy_aging,family_history,High cholesterol / heart disease,,family_history,family_history|High cholesterol / heart disease|,3,driver,1,Family cardiometabolic history makes cholesterol and blood-sugar monitoring more important during menopause transition.,,lipids and glucose,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,known_conditions,Recurrent UTIs or vaginal infections,,condition,known_conditions|Recurrent UTIs or vaginal infections|,6,driver,1,Recurrent UTIs or vaginal infections make targeted urogenital review more relevant than a broad blood-test panel alone.,,urine/vaginal infection testing and glucose context,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,symptoms,Frequent infections,,symptom,symptoms|Frequent infections|,4,driver,1,"Frequent infections raise the relevance of infection review and immune context, especially if urinary or vaginal symptoms recur.",,infection review,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,life_stage,Pregnant,,life_stage,life_stage|Pregnant|,3,driver,1,Pregnant can change urogenital infection risk and makes symptom-based screening more important.,,urine and vaginal health screening,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,life_stage,Postpartum (last 12 months),,life_stage,life_stage|Postpartum (last 12 months)|,3,driver,1,Postpartum (last 12 months) can change urogenital infection risk and makes symptom-based screening more important.,,urine and vaginal health screening,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,known_conditions,Diabetes,,condition,known_conditions|Diabetes|,4,driver,1,"Diabetes can increase the tendency toward recurrent infections, so glucose context may matter alongside infection testing.",,infection screening plus glucose context,,46136.663194444445,46136.663194444445
urogenital_recurrent_infections,known_conditions,Prediabetes / insulin resistance,,condition,known_conditions|Prediabetes / insulin resistance|,4,driver,1,"Prediabetes / insulin resistance can increase the tendency toward recurrent infections, so glucose context may matter alongside infection testing.",,infection screening plus glucose context,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,family_history,Breast / ovarian cancer,,family_history,family_history|Breast / ovarian cancer|,6,driver,1,Family history of breast or ovarian cancer should trigger a clinician-led risk conversation rather than a standard wellness blood-test recommendation.,,clinician-led risk review,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,family_history,Autoimmune disease,,family_history,family_history|Autoimmune disease|,4,driver,1,Family autoimmune history may justify targeted clinician review when symptoms or abnormal screening markers are present.,,clinician-led risk review,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,known_conditions,PCOS,,condition,known_conditions|PCOS|,5,driver,1,PCOS history may require a more targeted endocrine and metabolic pathway than a generic hormone panel.,,condition-specific clinician pathway,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,known_conditions,Endometriosis,,condition,known_conditions|Endometriosis|,5,driver,1,"Endometriosis history is best handled with gynecology-led care when pain, fertility, or bleeding symptoms are present.",,condition-specific clinician pathway,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,known_conditions,Diabetes,,condition,known_conditions|Diabetes|,5,driver,1,Diabetes history should follow clinician-guided monitoring rather than a generic prevention pathway.,,condition-specific clinician pathway,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,known_conditions,Thyroid disorder,,condition,known_conditions|Thyroid disorder|,4,driver,1,Thyroid disorder history may require medication-specific monitoring and clinician interpretation.,,condition-specific clinician pathway,,46136.663194444445,46136.663194444445
specialist_clinical_pathway,known_conditions,Gut condition / IBS / celiac,,condition,known_conditions|Gut condition / IBS / celiac|,4,driver,1,Gut or celiac history may require targeted testing and interpretation beyond a standard wellness panel.,,condition-specific clinician pathway,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,Fatigue / low energy,,symptom,symptoms|Fatigue / low energy|,6,driver,1,"Fatigue is a broad signal, so this panel prioritizes the most common and actionable contributors first: iron status, thyroid function, vitamin D, blood count, and blood-sugar regulation.",,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,Brain fog,,symptom,symptoms|Brain fog|,4,driver,1,"Brain fog can overlap with sleep, stress, thyroid, iron, B12/folate, vitamin D, and glucose patterns, so this panel helps narrow the first-line causes.",,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,Poor sleep,,symptom,symptoms|Poor sleep|,3,driver,1,"Poor sleep can drive fatigue directly and can also affect glucose regulation, inflammation, and recovery.",,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,High stress,,symptom,symptoms|High stress|,3,driver,1,"High stress can contribute to fatigue through sleep disruption, recovery strain, and blood-sugar variability.",,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,Low mood / mood swings,,symptom,symptoms|Low mood / mood swings|,3,driver,1,"Mood changes and fatigue can share biological contributors such as thyroid imbalance, iron deficiency, vitamin D deficiency, or sleep disruption.",,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,symptoms,Weight gain / hard to lose weight,,symptom,symptoms|Weight gain / hard to lose weight|,3,driver,1,Weight gain with fatigue raises the relevance of thyroid and glucose markers.,,"iron, thyroid, vitamin D, blood count and glucose context",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,diet_pattern,Vegetarian,,diet,diet_pattern|Vegetarian|,3,driver,1,"A vegetarian pattern can make iron, B12, and folate status more relevant when fatigue is present.",,"iron, B12/folate, vitamin D, and energy availability",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,diet_pattern,Vegan,,diet,diet_pattern|Vegan|,4,driver,1,"A vegan pattern can make B12, iron, vitamin D, and protein-related nutrition more relevant when fatigue is present.",,"iron, B12/folate, vitamin D, and energy availability",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,diet_pattern,Low red meat intake,,diet,diet_pattern|Low red meat intake|,3,driver,1,"Low red meat intake can lower heme iron exposure, which matters when fatigue or hair changes are present.",,"iron, B12/folate, vitamin D, and energy availability",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,diet_pattern,Restrictive dieting,,diet,diet_pattern|Restrictive dieting|,4,driver,1,"Restrictive dieting can reduce energy availability and key micronutrients, making nutrient-related fatigue more likely.",,"iron, B12/folate, vitamin D, and energy availability",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,known_conditions,Iron deficiency / anemia,,condition,known_conditions|Iron deficiency / anemia|,6,driver,1,A history of iron deficiency / anemia makes this fatigue panel more actionable because it can connect symptoms to a known biological pathway.,,condition-specific fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,known_conditions,Vitamin D deficiency,,condition,known_conditions|Vitamin D deficiency|,5,driver,1,A history of vitamin d deficiency makes this fatigue panel more actionable because it can connect symptoms to a known biological pathway.,,condition-specific fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,known_conditions,Thyroid disorder,,condition,known_conditions|Thyroid disorder|,5,driver,1,A history of thyroid disorder makes this fatigue panel more actionable because it can connect symptoms to a known biological pathway.,,condition-specific fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,known_conditions,Prediabetes / insulin resistance,,condition,known_conditions|Prediabetes / insulin resistance|,4,driver,1,A history of prediabetes / insulin resistance makes this fatigue panel more actionable because it can connect symptoms to a known biological pathway.,,condition-specific fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,known_conditions,Diabetes,,condition,known_conditions|Diabetes|,4,driver,1,A history of diabetes makes this fatigue panel more actionable because it can connect symptoms to a known biological pathway.,,condition-specific fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,life_stage,Pregnant,,life_stage,life_stage|Pregnant|,5,driver,1,"Pregnant can change iron, thyroid, vitamin D, sleep, mood, and metabolic needs, so fatigue should be interpreted in that context.",,life-stage fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,life_stage,Postpartum (last 12 months),,life_stage,life_stage|Postpartum (last 12 months)|,5,driver,1,"Postpartum (last 12 months) can change iron, thyroid, vitamin D, sleep, mood, and metabolic needs, so fatigue should be interpreted in that context.",,life-stage fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,life_stage,Perimenopause,,life_stage,life_stage|Perimenopause|,3,driver,1,"Perimenopause can change iron, thyroid, vitamin D, sleep, mood, and metabolic needs, so fatigue should be interpreted in that context.",,life-stage fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,life_stage,Postmenopause,,life_stage,life_stage|Postmenopause|,3,driver,1,"Postmenopause can change iron, thyroid, vitamin D, sleep, mood, and metabolic needs, so fatigue should be interpreted in that context.",,life-stage fatigue contributors,,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,lifestyle_context,I exercise intensely 4+ times/week,,lifestyle,lifestyle_context|I exercise intensely 4+ times/week|,4,driver,1,"I exercise intensely 4+ times/week can make fatigue more likely through recovery, circadian, stress, or energy-availability pathways.",,"recovery, circadian rhythm and fatigue",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,lifestyle_context,I sleep poorly most weeks,,lifestyle,lifestyle_context|I sleep poorly most weeks|,4,driver,1,"I sleep poorly most weeks can make fatigue more likely through recovery, circadian, stress, or energy-availability pathways.",,"recovery, circadian rhythm and fatigue",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,lifestyle_context,I feel chronically stressed,,lifestyle,lifestyle_context|I feel chronically stressed|,4,driver,1,"I feel chronically stressed can make fatigue more likely through recovery, circadian, stress, or energy-availability pathways.",,"recovery, circadian rhythm and fatigue",,46136.663194444445,46136.663194444445
fatigue_low_energy_panel,lifestyle_context,I work shifts / irregular hours,,lifestyle,lifestyle_context|I work shifts / irregular hours|,3,driver,1,"I work shifts / irregular hours can make fatigue more likely through recovery, circadian, stress, or energy-availability pathways.",,"recovery, circadian rhythm and fatigue",,46136.663194444445,46136.663194444445
preventive_screening_germany,age,18,,age,age|18|,5,context,1,"At your age, this is a simple 'peace of mind' test. Chlamydia often has no symptoms, so checking once a year ensures you protect your long-term fertility and health without any guesswork.",Preventive screening interval,Chlamydia (Urine),Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,18,,age,age|18|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,18,,age,age|18|,5,context,1,This is your regular 'health baseline' check. It’s a moment for you and your doctor to look at the big picture—like blood pressure and heart health—to keep you feeling your best as you age.,Preventive screening interval,Physical,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,Early breast/colon cancer,,family_history,family_history|Early breast/colon cancer|,9,driver,1,"Due to your family history of Early breast/colon cancer, guidelines recommend intensified or earlier screening with Genetic counseling if BRCA+.",Risk-adjusted screening protocol,Genetic counseling if BRCA+,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,19,,age,age|19|,5,context,1,"At age 19, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,19,,age,age|19|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,HPV risk,,family_history,family_history|HPV risk|,9,driver,1,"Due to your family history of HPV risk, guidelines recommend intensified or earlier screening with Early Ultrasound (US).",Risk-adjusted screening protocol,Early Ultrasound (US),Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,20,,age,age|20|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,20,,age,age|20|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,20,,age,age|20|,5,context,1,"At age 20, German statutory health insurance covers the Chlamydia as a routine preventive measure.",Preventive screening interval,Chlamydia,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,20,,age,age|20|,5,context,1,"Beyond a bright smile, regular checks prevent inflammation that can affect your whole body. Plus, keeping your 'Bonusheft' stamped every year saves you significant costs on future dental work.",Preventive screening interval,Dental,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,family_history,HPV risk,,family_history,family_history|HPV risk|,9,driver,1,"Due to your family history of HPV risk, guidelines recommend intensified or earlier screening with Colposcopy if Pap is abnormal.",Risk-adjusted screening protocol,Colposcopy if Pap is abnormal,Family history significantly increases risk,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,21,,age,age|21|,5,context,1,"Your body is excellent at renewal, but sometimes small changes happen unnoticed. This routine cell-check ensures any shifts are caught early when they are incredibly easy to manage.",Preventive screening interval,Pap Smear,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
preventive_screening_germany,age,21,,age,age|21|,5,context,1,A gentle physical check to ensure everything is functioning as it should. It’s the best way to detect any structural changes or infections before they cause discomfort.,Preventive screening interval,Genital Exam,Age-based routine screening,2026-04-27 08:58:36,2026-04-27 08:58:36
